Frequency (Hz),Amplitude (dBm)
9203000,-85.42
9212000,-84.88
9221000,-83.52
9230000,-83.7
9239000,-83.52
9248000,-82.34
9257000,-83.61
9266000,-83.17
9275000,-82.34
9284000,-85.31
9293000,-82.34
9302000,-84.57
9311000,-84.08
9320000,-82.58
9329000,-83.61
9338000,-84.57
9347000,-83.52
9356000,-84.88
9365000,-83.43
9374000,-82.42
9383000,-84.57
9392000,-82.99
9401000,-84.57
9410000,-83.43
9419000,-83.8
9428000,-85.53
9437000,-83.43
9446000,-82.58
9455000,-82.99
9464000,-83.34
9473000,-83.7
9482000,-84.57
9491000,-84.88
9500000,-85.65
9509000,-83.24
9518000,-83.89
9527000,-82.82
9536000,-83.43
9545000,-83.24
9554000,-83.08
9563000,-84.89
9572000,-83.98
9581000,-81.5
9590000,-85.32
9599000,-83.7
9608000,-82.73
9617000,-83.98
9626000,-83.33
9635000,-83.6
9644000,-82.65
9653000,-84.79
9662000,-81.5
9671000,-82.65
9680000,-83.15
9689000,-84.08
9698000,-84.37
9707000,-84.79
9716000,-82.56
9725000,-84.79
9734000,-83.52
9743000,-83.15
9752000,-84.57
9761000,-84.57
9770000,-83.15
9779000,-83.79
9788000,-83.6
9797000,-83.79
9806000,-84.27
9815000,-82.73
9824000,-83.89
9833000,-84.78
9842000,-84.48
9851000,-82.48
9860000,-84.18
9869000,-82.32
9878000,-84.08
9887000,-84.57
9896000,-82.56
9905000,-82.65
9914000,-82.4
9923000,-83.79
9932000,-83.24
9941000,-83.79
9950000,-83.79
9959000,-84.57
9968000,-84.57
9977000,-83.07
9986000,-76.63
9995000,-57.47
10004000,-55.79
10013000,-78.05
10022000,-83.24
10031000,-84.89
10040000,-84.08
10049000,-83.98
10058000,-83.15
10067000,-83.6
10076000,-83.24
10085000,-84.57
10094000,-83.98
10103000,-83.57
10112000,-83.13
10121000,-84.63
10130000,-83.76
10139000,-84.04
10148000,-83.66
10157000,-84.24
10166000,-83.85
10175000,-83.85
10184000,-84.33
10193000,-84.74
10202000,-84.24
10211000,-84.84
10220000,-83.76
10229000,-83.57
10238000,-82.71
10247000,-82.79
10256000,-84.23
10265000,-83.66
10274000,-84.63
10283000,-84.84
10292000,-84.53
10301000,-84.23
10310000,-84.23
10319000,-84.23
10328000,-82.88
10337000,-85.05
10346000,-84.04
10355000,-84.04
10364000,-85.49
10373000,-83.13
10382000,-85.16
10391000,-85.27
10400000,-84.95
10409000,-85.49
10418000,-85.49
10427000,-82.3
10436000,-83.21
10445000,-83.66
10454000,-85.38
10463000,-84.43
10472000,-83.84
10481000,-84.33
10490000,-83.21
10499000,-84.04
10508000,-83.84
10517000,-83.48
10526000,-85.05
10535000,-84.63
10544000,-84.53
10553000,-82.38
10562000,-84.73
10571000,-85.72
10580000,-83.57
10589000,-82.87
10598000,-84.63
10607000,-83.3
10616000,-84.43
10625000,-83.94
10634000,-83.57
10643000,-84.63
10652000,-83.84
10661000,-84.43
10670000,-83.84
10679000,-83.48
10688000,-84.78
10697000,-84.47
10706000,-83.51
10715000,-84.17
10724000,-84.27
10733000,-84.57
10742000,-84.36
10751000,-83.42
10760000,-84.57
10769000,-83.69
10778000,-84.99
10787000,-84.99
10796000,-84.99
10805000,-83.88
10814000,-83.07
10823000,-84.17
10832000,-84.17
10841000,-85.43
10850000,-85.21
10859000,-83.78
10868000,-83.07
10877000,-84.07
10886000,-83.97
10895000,-85.21
10904000,-84.78
10913000,-84.56
10922000,-85.21
10931000,-85.43
10940000,-84.99
10949000,-84.47
10958000,-84.56
10967000,-84.88
10976000,-83.42
10985000,-84.67
10994000,-84.99
11003000,-84.78
11012000,-82.24
11021000,-82.64
11030000,-84.17
11039000,-84.17
11048000,-84.99
11057000,-83.23
11066000,-85.21
11075000,-84.07
11084000,-84.99
11093000,-84.67
11102000,-83.59
11111000,-84.36
11120000,-83.42
11129000,-83.42
11138000,-83.23
11147000,-83.78
11156000,-84.17
11165000,-83.78
11174000,-83.97
11183000,-84.99
11192000,-84.77
11201000,-84.47
11210000,-84.67
11219000,-84.47
11228000,-83.78
11237000,-85.43
11246000,-83.59
11255000,-84.88
11264000,-84.77
11273000,-82.97
11282000,-83.69
11291000,-82.95
11300000,-83.56
11309000,-83.48
11318000,-81.99
11327000,-85.05
11336000,-82.61
11345000,-83.04
11354000,-83.29
11363000,-85.05
11372000,-85.27
11381000,-84.83
11390000,-84.32
11399000,-83.84
11408000,-85.15
11417000,-84.83
11426000,-83.93
11435000,-84.03
11444000,-84.23
11453000,-84.73
11462000,-83.75
11471000,-84.52
11480000,-81.68
11489000,-84.03
11498000,-83.12
11507000,-84.94
11516000,-84.22
11525000,-85.27
11534000,-83.12
11543000,-85.26
11552000,-83.75
11561000,-83.84
11570000,-84.03
11579000,-83.56
11588000,-83.12
11597000,-83.65
11606000,-84.03
11615000,-84.52
11624000,-81.68
11633000,-84.62
11642000,-82.94
11651000,-83.65
11660000,-83.12
11669000,-85.95
11678000,-83.84
11687000,-84.03
11696000,-83.12
11705000,-82.86
11714000,-83.47
11723000,-83.83
11732000,-83.12
11741000,-84.42
11750000,-83.29
11759000,-83.83
11768000,-84.62
11777000,-85.48
11786000,-84.62
11795000,-84.83
11804000,-84.22
11813000,-84.62
11822000,-82.61
11831000,-83.47
11840000,-83.56
11849000,-84.03
11858000,-84.94
11867000,-84.22
11876000,-82.91
11885000,-84.59
11894000,-83.62
11903000,-84.49
11912000,-83.8
11921000,-84.38
11930000,-83.9
11939000,-84.38
11948000,-85.01
11957000,-81.3
11966000,-84.49
11975000,-83.44
11984000,-83.26
11993000,-82.58
12002000,-82.58
12011000,-83.8
12020000,-84.38
12029000,-84
12038000,-84.8
12047000,-82.91
12056000,-84.69
12065000,-83.8
12074000,-83.34
12083000,-84.19
12092000,-84.9
12101000,-84.38
12110000,-82.58
12119000,-83.25
12128000,-84.69
12137000,-83.71
12146000,-84.29
12155000,-84.59
12164000,-84.38
12173000,-83.25
12182000,-85.45
12191000,-84.69
12200000,-82.66
12209000,-85.11
12218000,-83.34
12227000,-84.29
12236000,-84.19
12245000,-84.8
12254000,-85.33
12263000,-83.34
12272000,-85.11
12281000,-85.11
12290000,-83.99
12299000,-84.49
12308000,-84.19
12317000,-84.38
12326000,-84.58
12335000,-82.66
12344000,-83.99
12353000,-84.49
12362000,-82.49
12371000,-83.61
12380000,-84.49
12389000,-84.19
12398000,-84.28
12407000,-82.23
12416000,-84.24
12425000,-83.49
12434000,-84.44
12443000,-83.31
12452000,-83.31
12461000,-84.85
12470000,-83.52
12479000,-85.09
12488000,-84.08
12497000,-84.08
12506000,-84.88
12515000,-84.47
12524000,-86
12533000,-84.47
12542000,-82.03
12551000,-84.27
12560000,-84.27
12569000,-85.09
12578000,-84.78
12587000,-84.47
12596000,-84.27
12605000,-83.47
12614000,-84.72
12623000,-84.61
12632000,-84.41
12641000,-84.02
12650000,-84.31
12659000,-82.77
12668000,-82.13
12677000,-84.82
12686000,-85.36
12695000,-84.22
12704000,-82.36
12713000,-84.41
12722000,-82.86
12731000,-85.71
12740000,-82.77
12749000,-84.31
12758000,-84.21
12767000,-82.12
12776000,-84.51
12785000,-84.12
12794000,-83.37
12803000,-84.51
12812000,-83.37
12821000,-82.36
12830000,-84.21
12839000,-85.36
12848000,-85.14
12857000,-84.21
12866000,-83.28
12875000,-83.83
12884000,-85.14
12893000,-83.11
12902000,-84.02
12911000,-83.64
12920000,-83.28
12929000,-85.14
12938000,-84.02
12947000,-84.93
12956000,-84.31
12965000,-85.47
12974000,-85.03
12983000,-84.12
12992000,-83.92
13001000,-85.14
13010000,-83.46
13019000,-85.03
13028000,-84.93
13037000,-85.7
13046000,-82.77
13055000,-84.02
13064000,-83.82
13073000,-83.37
13082000,-84.82
13091000,-84.41
13100000,-83.64
13109000,-84.51
13118000,-83.46
13127000,-84.61
13136000,-83.46
13145000,-83.46
13154000,-85.03
13163000,-84.61
13172000,-82.76
13181000,-84.71
13190000,-85.03
13199000,-84.41
13208000,-84.4
13217000,-83.82
13226000,-84.21
13235000,-83.55
13244000,-83.11
13253000,-83.82
13262000,-84.82
13271000,-84.02
13280000,-84.02
13289000,-84.61
13298000,-84.21
13307000,-84.4
13316000,-85.03
13325000,-84.4
13334000,-84.11
13343000,-83.11
13352000,-84.11
13361000,-84.21
13370000,-83.73
13379000,-84.02
13388000,-84.51
13397000,-85.25
13406000,-83.19
13415000,-83.73
13424000,-82.44
13433000,-85.47
13442000,-84.21
13451000,-84.61
13460000,-84.71
13469000,-83.73
13478000,-83.73
13487000,-83.11
13496000,-83.64
13505000,-84.82
13514000,-85.03
13523000,-84.21
13532000,-84.61
13541000,-83.19
13550000,-83.46
13559000,-85.03
13568000,-85.13
13577000,-84.4
13586000,-84.6
13595000,-83.55
13604000,-83.46
13613000,-84.51
13622000,-83.92
13631000,-84.4
13640000,-85.25
13649000,-84.01
13658000,-84.51
13667000,-84.01
13676000,-82.76
13685000,-84.82
13694000,-84.4
13703000,-83.73
13712000,-84.3
13721000,-80.04
13730000,-85.25
13739000,-82.76
13748000,-83.02
13757000,-84.51
13766000,-84.21
13775000,-84.81
13784000,-83.82
13793000,-83.36
13802000,-84.11
13811000,-84.6
13820000,-85.13
13829000,-84.4
13838000,-84.6
13847000,-84.01
13856000,-84.51
13865000,-85.25
13874000,-84.4
13883000,-82.76
13892000,-82.85
13901000,-84.4
13910000,-84.92
13919000,-83.1
13928000,-86.06
13937000,-84.11
13946000,-84.11
13955000,-85.7
13964000,-83.73
13973000,-84.5
13982000,-85.35
13991000,-84.5
14000000,-85.02
14009000,-83.36
14018000,-84.6
14027000,-84.11
14036000,-85.47
14045000,-83.63
14054000,-84.2
14063000,-83.27
14072000,-83.27
14081000,-84.11
14090000,-84.92
14099000,-84.4
14108000,-84.71
14117000,-83.36
14126000,-80.28
14135000,-84.01
14144000,-83.63
14153000,-85.24
14162000,-84.81
14171000,-84.5
14180000,-85.02
14189000,-82.43
14198000,-82.04
14207000,-82.27
14216000,-84.6
14225000,-85.13
14234000,-81.52
14243000,-83.73
14252000,-83.57
14261000,-85.4
14270000,-83.85
14279000,-84.14
14288000,-83.39
14297000,-84.75
14306000,-83.04
14315000,-84.33
14324000,-84.14
14333000,-82.95
14342000,-83.12
14351000,-83.66
14360000,-84.54
14369000,-83.57
14378000,-83.12
14387000,-83.12
14396000,-83.75
14405000,-85.07
14414000,-82.86
14423000,-83.57
14432000,-84.96
14441000,-85.63
14450000,-82.29
14459000,-84.33
14468000,-85.4
14477000,-85.4
14486000,-84.54
14495000,-85.29
14504000,-83.75
14513000,-82.95
14522000,-83.2
14531000,-84.44
14540000,-82.78
14549000,-81.98
14558000,-84.64
14567000,-85.06
14576000,-83.39
14585000,-82.61
14594000,-83.75
14603000,-84.75
14612000,-83.94
14621000,-82.61
14630000,-84.53
14639000,-84.53
14648000,-81.98
14657000,-84.53
14666000,-83.75
14675000,-84.53
14684000,-84.53
14693000,-83.29
14702000,-85.51
14711000,-84.53
14720000,-83.56
14729000,-84.33
14738000,-84.53
14747000,-84.53
14756000,-84.64
14765000,-85.51
14774000,-85.4
14783000,-84.53
14792000,-84.85
14801000,-86.11
14810000,-83.2
14819000,-83.85
14828000,-83.75
14837000,-84.14
14846000,-83.23
14855000,-84.88
14864000,-82.55
14873000,-85.21
14882000,-83.42
14891000,-85.54
14900000,-83.78
14909000,-84.36
14918000,-83.06
14927000,-84.67
14936000,-84.56
14945000,-84.77
14954000,-84.47
14963000,-84.17
14972000,-83.88
14981000,-82.64
14990000,-73.16
14999000,-51.74
15008000,-68.71
15017000,-80.75
15026000,-84.17
15035000,-84.17
15044000,-85.43
15053000,-84.77
15062000,-83.78
15071000,-84.07
15080000,-84.07
15089000,-84.07
15098000,-84.99
15107000,-85.89
15116000,-84.99
15125000,-83.42
15134000,-83.06
15143000,-84.56
15152000,-84.36
15161000,-84.56
15170000,-83.59
15179000,-85.21
15188000,-84.16
15197000,-83.59
15206000,-85.2
15215000,-84.36
15224000,-84.46
15233000,-85.2
15242000,-83.41
15251000,-84.46
15260000,-84.77
15269000,-84.98
15278000,-84.16
15287000,-85.09
15296000,-85.2
15305000,-82.39
15314000,-83.5
15323000,-84.07
15332000,-83.06
15341000,-82.55
15350000,-84.46
15359000,-84.16
15368000,-84.26
15377000,-83.97
15386000,-81.48
15395000,-84.77
15404000,-84.36
15413000,-85.42
15422000,-84.98
15431000,-84.33
15440000,-84.63
15449000,-82.44
15458000,-83.74
15467000,-85.06
15476000,-84.13
15485000,-84.74
15494000,-84.33
15503000,-84.53
15512000,-84.95
15521000,-85.06
15530000,-83.94
15539000,-83.65
15548000,-85.86
15557000,-84.13
15566000,-84.23
15575000,-83.38
15584000,-84.74
15593000,-83.94
15602000,-84.53
15611000,-83.94
15620000,-83.28
15629000,-84.53
15638000,-84.53
15647000,-84.32
15656000,-83.74
15665000,-83.56
15674000,-84.63
15683000,-84.03
15692000,-85.28
15701000,-83.74
15710000,-84.32
15719000,-84.53
15728000,-86.23
15737000,-84.53
15746000,-84.23
15755000,-83.65
15764000,-84.95
15773000,-84.74
15782000,-84.53
15791000,-83.74
15800000,-83.19
15809000,-84.43
15818000,-83.38
15827000,-83.47
15836000,-85.74
15845000,-83.11
15854000,-85.5
15863000,-84.53
15872000,-84.95
15881000,-83.93
15890000,-84.23
15899000,-84.43
15908000,-84.13
15917000,-84.32
15926000,-83.47
15935000,-84.13
15944000,-85.27
15953000,-85.17
15962000,-84.52
15971000,-83.19
15980000,-84.84
15989000,-85.17
15998000,-84.13
16007000,-85.27
16016000,-83.55
16025000,-84.59
16034000,-84.59
16043000,-84.8
16052000,-81.58
16061000,-83.53
16070000,-82.42
16079000,-85.23
16088000,-85.11
16097000,-84.19
16106000,-84.49
16115000,-83.99
16124000,-84.8
16133000,-85.23
16142000,-84.28
16151000,-84.38
16160000,-85.33
16169000,-84.8
16178000,-84.28
16187000,-83.44
16196000,-84.09
16205000,-84.8
16214000,-84.8
16223000,-85.01
16232000,-85.68
16241000,-82.33
16250000,-84.69
16259000,-84.09
16268000,-84.28
16277000,-83.44
16286000,-86.04
16295000,-85.33
16304000,-83.44
16313000,-84.28
16322000,-85.23
16331000,-83.08
16340000,-83.44
16349000,-83.61
16358000,-84.09
16367000,-83.99
16376000,-85.8
16385000,-83.99
16394000,-83.08
16403000,-83.08
16412000,-83.61
16421000,-85.33
16430000,-84.58
16439000,-84.9
16448000,-85.91
16457000,-85.33
16466000,-85.01
16475000,-84.58
16484000,-85.33
16493000,-83.99
16502000,-84.18
16511000,-83.8
16520000,-84.38
16529000,-84.69
16538000,-84.69
16547000,-85
16556000,-84.38
16565000,-85.56
16574000,-84.58
16583000,-85.22
16592000,-85
16601000,-82.74
16610000,-85.33
16619000,-84.42
16628000,-84.73
16637000,-84.73
16646000,-84.32
16655000,-83.73
16664000,-83.28
16673000,-84.52
16682000,-83.55
16691000,-84.32
16700000,-84.02
16709000,-84.02
16718000,-83.93
16727000,-84.94
16736000,-83.46
16745000,-85.38
16754000,-85.27
16763000,-83.19
16772000,-83.64
16781000,-82.6
16790000,-84.02
16799000,-84.73
16808000,-83.19
16817000,-84.22
16826000,-83.19
16835000,-84.52
16844000,-84.12
16853000,-84.52
16862000,-83.73
16871000,-84.83
16880000,-83.83
16889000,-83.27
16898000,-83.46
16907000,-84.73
16916000,-83.02
16925000,-84.73
16934000,-83.55
16943000,-82.93
16952000,-85.5
16961000,-84.73
16970000,-83.83
16979000,-83.46
16988000,-83.64
16997000,-84.31
17006000,-83.73
17015000,-84.73
17024000,-84.83
17033000,-84.52
17042000,-84.12
17051000,-83.73
17060000,-82.5
17069000,-85.04
17078000,-83.73
17087000,-83.92
17096000,-82.84
17105000,-84.83
17114000,-85.04
17123000,-85.38
17132000,-83.18
17141000,-84.73
17150000,-83.92
17159000,-84.62
17168000,-84.94
17177000,-82.93
17186000,-83.46
17195000,-84.31
17204000,-83.76
17213000,-83.49
17222000,-85.07
17231000,-84.45
17240000,-83.95
17249000,-84.54
17258000,-83.86
17267000,-84.34
17276000,-85.52
17285000,-83.21
17294000,-85.19
17303000,-83.95
17312000,-84.54
17321000,-83.95
17330000,-85.52
17339000,-83.95
17348000,-85.19
17357000,-84.34
17366000,-84.15
17375000,-84.54
17384000,-84.34
17393000,-85.29
17402000,-84.97
17411000,-83.57
17420000,-83.95
17429000,-83.12
17438000,-83.95
17447000,-84.75
17456000,-84.86
17465000,-85.41
17474000,-83.76
17483000,-83.95
17492000,-83.95
17501000,-83.95
17510000,-82.96
17519000,-83.95
17528000,-84.24
17537000,-84.86
17546000,-81.76
17555000,-84.05
17564000,-82.87
17573000,-84.34
17582000,-82.37
17591000,-83.57
17600000,-84.15
17609000,-84.54
17618000,-83.76
17627000,-84.75
17636000,-84.24
17645000,-85.07
17654000,-83.95
17663000,-84.86
17672000,-85.19
17681000,-83.95
17690000,-83.39
17699000,-83.67
17708000,-84.14
17717000,-85.41
17726000,-84.54
17735000,-82.13
17744000,-84.34
17753000,-83.95
17762000,-84.44
17771000,-83.85
17780000,-84.14
17789000,-85.87
17798000,-84.34
17807000,-82.95
17816000,-85.07
17825000,-84.96
17834000,-84.14
17843000,-84.86
17852000,-84.96
17861000,-83.75
17870000,-85.07
17879000,-83.12
17888000,-83.95
17897000,-84.34
17906000,-83.48
17915000,-85.18
17924000,-83.85
17933000,-83.85
17942000,-84.44
17951000,-84.44
17960000,-84.86
17969000,-84.75
17978000,-85.18
17987000,-83.57
17996000,-83.85
18005000,-84.04
18014000,-83.21
18023000,-83.75
18032000,-85.18
18041000,-84.86
18050000,-83.75
18059000,-84.44
18068000,-82.05
18077000,-84.54
18086000,-84.04
18095000,-83.04
18104000,-83.95
18113000,-85.4
18122000,-82.21
18131000,-83.95
18140000,-84.96
18149000,-85.29
18158000,-84.14
18167000,-83.39
18176000,-84.85
18185000,-84.54
18194000,-85.18
18203000,-84.85
18212000,-83.39
18221000,-84.33
18230000,-84.64
18239000,-84.33
18248000,-84.24
18257000,-82.86
18266000,-84.54
18275000,-82.95
18284000,-83.48
18293000,-84.96
18302000,-83.75
18311000,-84.14
18320000,-83.12
18329000,-84.96
18338000,-84.54
18347000,-83.75
18356000,-83.29
18365000,-81.75
18374000,-83.2
18383000,-84.85
18392000,-85.84
18401000,-84.2
18410000,-84.72
18419000,-83.91
18428000,-84.72
18437000,-84.72
18446000,-84.3
18455000,-83.91
18464000,-83.26
18473000,-83.53
18482000,-83.91
18491000,-83.91
18500000,-83.72
18509000,-85.15
18518000,-84.3
18527000,-83.63
18536000,-85.15
18545000,-85.25
18554000,-85.15
18563000,-85.03
18572000,-82.75
18581000,-84.11
18590000,-85.83
18599000,-83.82
18608000,-83.72
18617000,-83.91
18626000,-84.5
18635000,-83.91
18644000,-85.6
18653000,-85.15
18662000,-83.53
18671000,-83.53
18680000,-83.26
18689000,-83.72
18698000,-82.41
18707000,-85.37
18716000,-84.61
18725000,-84.71
18734000,-84.3
18743000,-84.2
18752000,-85.48
18761000,-83.72
18770000,-84.4
18779000,-83.17
18788000,-84.71
18797000,-85.15
18806000,-84.71
18815000,-82.66
18824000,-84.3
18833000,-84.71
18842000,-83.91
18851000,-83.91
18860000,-84.3
18869000,-84.61
18878000,-84.5
18887000,-84.71
18896000,-83.44
18905000,-84.4
18914000,-84.4
18923000,-85.36
18932000,-83
18941000,-83.53
18950000,-84.01
18959000,-84.1
