Frequency (Hz),Amplitude (dBm)
808000,-80.51
809000,-79.82
810000,-81.14
811000,-79.71
812000,-79.5
813000,-80.4
814000,-78.78
815000,-79.6
816000,-79.39
817000,-78.78
818000,-78.49
819000,-80.4
820000,-80.88
821000,-80.16
822000,-78.98
823000,-80.76
824000,-79.5
825000,-79.18
826000,-79.18
827000,-78.39
828000,-80.04
829000,-80.76
830000,-80.27
831000,-79.5
832000,-78.21
833000,-79.6
834000,-80.27
835000,-80.16
836000,-81.52
837000,-80.4
838000,-80.4
839000,-79.39
840000,-78.31
841000,-77.26
842000,-79.82
843000,-79.6
844000,-80.31
845000,-80.79
846000,-80.19
847000,-81.04
848000,-80.43
849000,-80.54
850000,-81.73
851000,-79.42
852000,-79.42
853000,-79.86
854000,-79.53
855000,-80.67
856000,-79.86
857000,-80.67
858000,-80.31
859000,-79.21
860000,-80.08
861000,-80.67
862000,-79.63
863000,-79.21
864000,-80.67
865000,-81.73
866000,-80.19
867000,-79.86
868000,-80.54
869000,-79.74
870000,-81.56
871000,-80.3
872000,-81.04
873000,-80.79
874000,-79.63
875000,-79.01
876000,-80.08
877000,-79.21
878000,-81.56
879000,-80.79
880000,-81.56
881000,-79.21
882000,-79.86
883000,-81.42
884000,-81.04
885000,-79.74
886000,-81.17
887000,-80.91
888000,-80.54
889000,-80.79
890000,-80.91
891000,-80.67
892000,-81.04
893000,-80.79
894000,-81.04
895000,-79.63
896000,-81.04
897000,-79.85
898000,-81.04
899000,-79.21
900000,-80.43
901000,-79.32
902000,-80.91
903000,-80.67
904000,-79.74
905000,-80.54
906000,-80.3
907000,-81.73
908000,-81.04
909000,-81.8
910000,-80.54
911000,-81
912000,-81.14
913000,-80.76
914000,-79.5
915000,-80.88
916000,-81
917000,-80.51
918000,-80.16
919000,-79.6
920000,-81
921000,-81.39
922000,-80.51
923000,-81.52
924000,-80.63
925000,-79.39
926000,-80.88
927000,-80.88
928000,-80.27
929000,-80.51
930000,-79.6
931000,-81.7
932000,-79.82
933000,-81.77
934000,-81.26
935000,-81.52
936000,-80.04
937000,-81.26
938000,-78.78
939000,-80.51
940000,-80.16
941000,-80.76
942000,-81.98
943000,-80.39
944000,-80.51
945000,-80.88
946000,-79.6
947000,-80.51
948000,-81.98
949000,-80.76
950000,-80.51
951000,-79.93
952000,-80.63
953000,-80.51
954000,-80.88
955000,-80.76
956000,-81.26
957000,-81.14
958000,-80.88
959000,-80.88
960000,-80.51
961000,-80.39
962000,-81.26
963000,-82.12
964000,-81.84
965000,-80.51
966000,-81.26
967000,-81
968000,-80.63
969000,-79.6
970000,-80.39
971000,-80.51
972000,-81.14
973000,-80.76
974000,-81.84
975000,-80.39
976000,-80.76
977000,-81.26
978000,-81
979000,-81.77
980000,-79.28
981000,-80.76
982000,-81
983000,-81
984000,-79.39
985000,-81.26
986000,-81
987000,-81.26
988000,-81.26
989000,-80.04
990000,-80.04
991000,-81.13
992000,-78.78
993000,-78.03
994000,-76.1
995000,-74.86
996000,-72.1
997000,-71.48
998000,-69.72
999000,-69.48
1000000,-69.48
1001000,-69.72
1002000,-70.37
1003000,-70.98
1004000,-72.28
1005000,-74.61
1006000,-75.11
1007000,-77.33
1008000,-78.97
1009000,-79.39
1010000,-81.84
1011000,-80.04
1012000,-81
1013000,-82.12
1014000,-80.88
1015000,-81.52
1016000,-81.52
1017000,-80.76
1018000,-80.16
1019000,-81.84
1020000,-81.39
1021000,-82.34
1022000,-82.26
1023000,-81.7
1024000,-81.52
1025000,-80.51
1026000,-81.13
1027000,-81
1028000,-82.41
1029000,-81.26
1030000,-79.82
1031000,-82.41
1032000,-81
1033000,-80.51
1034000,-82.12
1035000,-80.04
1036000,-83.36
1037000,-81
1038000,-82.64
1039000,-81.13
1040000,-81
1041000,-81.13
1042000,-81.7
1043000,-82.34
1044000,-81.52
1045000,-81.73
1046000,-81.8
1047000,-81.29
1048000,-81.73
1049000,-81.56
1050000,-82.03
1051000,-80.98
1052000,-80.73
1053000,-82.1
1054000,-80.37
1055000,-81.5
1056000,-81.5
1057000,-79.9
1058000,-81.11
1059000,-81.82
1060000,-81.5
1061000,-82.1
1062000,-81.75
1063000,-83.17
1064000,-81.68
1065000,-83.17
1066000,-81.96
1067000,-82.24
1068000,-81.5
1069000,-81.23
1070000,-82.54
1071000,-81.82
1072000,-81.11
1073000,-82.62
1074000,-81.82
1075000,-81.37
1076000,-80.98
1077000,-82.62
1078000,-82.03
1079000,-80.25
1080000,-82.54
1081000,-81.11
1082000,-81.68
1083000,-82.1
1084000,-81.5
1085000,-82.24
1086000,-81.68
1087000,-81.75
1088000,-81.5
1089000,-82.03
1090000,-81.5
1091000,-82.24
1092000,-81.68
1093000,-82.32
1094000,-80.61
1095000,-81.37
1096000,-81.5
1097000,-81.5
1098000,-82.32
1099000,-83.01
1100000,-82.85
1101000,-82.69
1102000,-83.25
1103000,-82.1
1104000,-81.5
1105000,-82.62
1106000,-81.5
1107000,-80.98
1108000,-82.32
1109000,-81.96
1110000,-83.33
1111000,-83.5
1112000,-83.01
1113000,-82.69
1114000,-82.85
1115000,-80.85
1116000,-82.32
1117000,-80.25
1118000,-82.62
1119000,-82.39
1120000,-82.39
1121000,-80.73
1122000,-82.24
1123000,-81.37
1124000,-83.17
1125000,-81.96
1126000,-82.85
1127000,-81.5
1128000,-82.69
1129000,-81.5
1130000,-78.01
1131000,-80.98
1132000,-81.5
1133000,-80.85
1134000,-82.32
1135000,-82.1
1136000,-80.25
1137000,-80.61
1138000,-82.03
1139000,-82.03
1140000,-82.03
1141000,-82.24
1142000,-82.69
1143000,-81.67
1144000,-80.48
1145000,-81.82
1146000,-80.98
1147000,-82.03
1148000,-82.54
1149000,-80.02
1150000,-79.15
1151000,-83.01
1152000,-81.75
1153000,-82.03
1154000,-81.96
1155000,-82.69
1156000,-81.37
1157000,-80.73
1158000,-80.37
1159000,-83.01
1160000,-82.1
1161000,-81.67
1162000,-82.54
1163000,-82.69
1164000,-81.82
1165000,-81.96
1166000,-82.1
1167000,-81.37
1168000,-82.24
1169000,-80.48
1170000,-82.39
1171000,-82.93
1172000,-81.67
1173000,-83.17
1174000,-80.98
1175000,-81.67
1176000,-80.73
1177000,-82.24
1178000,-81.82
1179000,-83.25
1180000,-81.37
1181000,-82.97
1182000,-81.71
1183000,-82.51
1184000,-81.2
1185000,-82.58
1186000,-81.99
1187000,-82.58
1188000,-83.13
1189000,-81.92
1190000,-82.28
1191000,-82.06
1192000,-82.28
1193000,-82.97
1194000,-82.21
1195000,-81.2
1196000,-81.33
1197000,-83.55
1198000,-80.7
1199000,-83.9
1200000,-81.2
1201000,-83.47
1202000,-81.46
1203000,-83.22
1204000,-80.7
1205000,-81.92
1206000,-82.21
1207000,-82.81
1208000,-82.51
1209000,-83.22
1210000,-82.66
1211000,-82.36
1212000,-80.94
1213000,-81.99
1214000,-80.94
1215000,-81.08
1216000,-80.45
1217000,-81.71
1218000,-81.71
1219000,-84.36
1220000,-82.66
1221000,-81.46
1222000,-81.64
1223000,-83.22
1224000,-83.64
1225000,-80.94
1226000,-82.51
1227000,-82.58
1228000,-81.46
1229000,-83.3
1230000,-81.2
1231000,-82.65
1232000,-81.71
1233000,-82.28
1234000,-82.58
1235000,-82.51
1236000,-82.81
1237000,-83.3
1238000,-82.65
1239000,-82.81
1240000,-81.78
1241000,-82.58
1242000,-82.97
1243000,-81.99
1244000,-81.08
1245000,-82.5
1246000,-83.3
1247000,-82.65
1248000,-82.65
1249000,-81.96
1250000,-81.82
1251000,-82.39
1252000,-83.16
1253000,-82.39
1254000,-82.69
1255000,-83.25
1256000,-82.03
1257000,-82.85
1258000,-82.39
1259000,-83.33
1260000,-82.85
1261000,-82.32
1262000,-82.32
1263000,-83.59
1264000,-82.62
1265000,-84.68
1266000,-82.1
1267000,-82.54
1268000,-82.03
1269000,-82.32
1270000,-82.85
1271000,-82.1
1272000,-80.73
1273000,-81.37
1274000,-81.74
1275000,-82.54
1276000,-82.93
1277000,-82.32
1278000,-79.9
1279000,-81.5
1280000,-82.69
1281000,-83.16
1282000,-82.32
1283000,-82.39
1284000,-82.85
1285000,-83.84
1286000,-83.5
1287000,-81.11
1288000,-83.01
1289000,-83.16
1290000,-82.24
1291000,-82.62
1292000,-81.74
1293000,-82.85
1294000,-82.62
1295000,-81.81
1296000,-83.25
1297000,-83.59
1298000,-81.81
1299000,-82.54
1300000,-82.24
1301000,-81.74
1302000,-81.23
1303000,-82.24
1304000,-82.03
1305000,-81.96
1306000,-82.1
1307000,-82.24
1308000,-83.16
1309000,-82.32
1310000,-82.62
1311000,-82.69
1312000,-81.5
1313000,-83.84
1314000,-82.69
1315000,-82.24
1316000,-82.32
1317000,-83.16
1318000,-82.62
1319000,-84.39
1320000,-83.16
1321000,-82.85
1322000,-82.93
1323000,-83.16
1324000,-83.01
1325000,-82.62
1326000,-83.16
1327000,-80.48
1328000,-82.62
1329000,-83.59
1330000,-83.33
1331000,-83.68
1332000,-82.54
1333000,-82.85
1334000,-82.24
1335000,-80.48
1336000,-83.68
1337000,-81.11
1338000,-82.39
1339000,-81.74
1340000,-83.68
1341000,-83.16
1342000,-84.58
1343000,-82.93
1344000,-82.93
1345000,-83.33
1346000,-83.59
1347000,-83.59
1348000,-82.32
1349000,-81.74
1350000,-82.1
1351000,-83.25
1352000,-82.32
1353000,-82.85
1354000,-84.78
1355000,-83
1356000,-82.32
1357000,-83.68
1358000,-80.37
1359000,-82.85
1360000,-82.32
1361000,-82.69
1362000,-80.98
1363000,-82.32
1364000,-81.5
1365000,-83.25
1366000,-81.23
1367000,-83.84
1368000,-82.93
1369000,-82.54
1370000,-82.32
1371000,-80.48
1372000,-82.93
1373000,-83.67
1374000,-83.33
1375000,-83.59
1376000,-83.25
1377000,-83.67
1378000,-83.16
1379000,-82.85
1380000,-81.67
1381000,-82.24
1382000,-81.74
1383000,-83.59
1384000,-82.69
1385000,-82.93
1386000,-82.81
1387000,-83.9
1388000,-81.08
1389000,-79.22
1390000,-83.55
1391000,-82.2
1392000,-84.55
1393000,-83.99
1394000,-83.64
1395000,-82.5
1396000,-81.92
1397000,-81.46
1398000,-81.64
1399000,-83.22
1400000,-82.81
1401000,-82.81
1402000,-82.35
1403000,-83.13
1404000,-83.13
1405000,-82.06
1406000,-83.9
1407000,-82.65
1408000,-83.64
1409000,-83.22
1410000,-82.28
1411000,-82.58
1412000,-83.3
1413000,-82.58
1414000,-80.7
1415000,-84.17
1416000,-83.3
1417000,-81.78
1418000,-82.2
1419000,-82.58
1420000,-82.89
1421000,-82.5
1422000,-84.27
1423000,-83.22
1424000,-82.5
1425000,-82.35
1426000,-81.92
1427000,-83.64
1428000,-82.97
1429000,-82.97
1430000,-84.17
1431000,-83.13
1432000,-83.64
1433000,-81.46
1434000,-82.5
1435000,-83.13
1436000,-81.33
1437000,-83.22
1438000,-83.3
1439000,-82.97
1440000,-84.17
1441000,-82.81
1442000,-82.35
1443000,-83.99
1444000,-83.46
1445000,-83.46
1446000,-82.58
1447000,-82.81
1448000,-81.99
1449000,-83.22
1450000,-82.97
1451000,-83.25
1452000,-82.03
1453000,-83
1454000,-82.24
1455000,-84.39
1456000,-83.25
1457000,-85.08
1458000,-82.69
1459000,-84.97
1460000,-83
1461000,-83.5
1462000,-83.5
1463000,-83.59
1464000,-83.59
1465000,-82.69
1466000,-83.25
1467000,-83.33
1468000,-83.25
1469000,-83.33
1470000,-83.5
1471000,-82.62
1472000,-83.33
1473000,-82.62
1474000,-82.24
1475000,-84.2
1476000,-83.67
1477000,-82.02
1478000,-83.84
1479000,-82.92
1480000,-83.25
1481000,-82.92
1482000,-83.33
1483000,-82.62
1484000,-81.67
1485000,-82.92
1486000,-82.84
1487000,-84.39
1488000,-82.92
1489000,-83
1490000,-82.62
1491000,-81.11
1492000,-80.24
1493000,-78.75
1494000,-76.51
1495000,-75.47
1496000,-73.03
1497000,-71.63
1498000,-70.42
1499000,-69.84
1500000,-69.62
1501000,-70.05
1502000,-70.42
1503000,-70.96
1504000,-73.13
1505000,-75.34
1506000,-76.66
1507000,-78.36
1508000,-79.57
1509000,-82.54
1510000,-81.5
1511000,-83.5
1512000,-83.84
1513000,-83.33
1514000,-84.39
1515000,-82.92
1516000,-84.03
1517000,-84.03
1518000,-82.24
1519000,-83.67
1520000,-83.93
1521000,-84.3
1522000,-82.54
1523000,-82.02
1524000,-83.67
1525000,-84.03
1526000,-83.93
1527000,-83.67
1528000,-83.5
1529000,-82.1
1530000,-82.79
1531000,-82.56
1532000,-82.04
1533000,-82.48
1534000,-83.79
1535000,-82.95
1536000,-83.79
1537000,-83.62
1538000,-82.95
1539000,-84.33
1540000,-81.97
1541000,-82.79
1542000,-82.63
1543000,-81.76
1544000,-83.88
1545000,-81.05
1546000,-81.62
1547000,-83.11
1548000,-82.87
1549000,-82.56
1550000,-81.76
1551000,-80.92
1552000,-84.15
1553000,-81.76
1554000,-83.44
1555000,-83.53
1556000,-83.44
1557000,-83.2
1558000,-83.11
1559000,-82.63
1560000,-83.2
1561000,-82.95
1562000,-84.25
1563000,-82.95
1564000,-83.88
1565000,-83.62
1566000,-83.44
1567000,-82.87
1568000,-82.33
1569000,-84.53
1570000,-81.97
1571000,-82.26
1572000,-83.2
1573000,-83.62
1574000,-83.88
1575000,-83.97
1576000,-83.44
1577000,-82.95
1578000,-83.79
1579000,-82.95
1580000,-83.97
1581000,-82.95
1582000,-84.33
1583000,-84.25
1584000,-83.62
1585000,-82.18
1586000,-82.18
1587000,-82.76
1588000,-84.21
1589000,-82.6
1590000,-83.41
1591000,-83.08
1592000,-83.41
1593000,-83.5
1594000,-82.23
1595000,-83.94
1596000,-83.16
1597000,-82.45
1598000,-84.59
1599000,-83.84
1600000,-84.12
1601000,-83.41
1602000,-84.88
1603000,-83.75
1604000,-81.73
1605000,-83.16
1606000,-82.23
1607000,-82.45
1608000,-83.59
1609000,-84.12
1610000,-82.45
1611000,-83.59
1612000,-83.75
1613000,-83.59
1614000,-83.16
1615000,-81.28
1616000,-84.21
1617000,-83.5
1618000,-82.84
1619000,-83.84
1620000,-84.21
1621000,-84.12
1622000,-82.3
1623000,-83.94
1624000,-83.59
1625000,-82.92
1626000,-83.75
1627000,-83.59
1628000,-83.16
1629000,-83.59
1630000,-82.76
1631000,-84.88
1632000,-82.3
1633000,-83.41
1634000,-84.49
1635000,-83.41
1636000,-82.92
1637000,-83.59
1638000,-83.94
1639000,-83.5
1640000,-82.01
1641000,-83.94
1642000,-83.84
1643000,-82.53
1644000,-84.21
1645000,-83.84
1646000,-83.75
1647000,-83.41
1648000,-83.94
1649000,-83.07
1650000,-84.3
1651000,-83.59
1652000,-83.5
1653000,-83.59
1654000,-83.5
1655000,-82.53
1656000,-81.94
1657000,-83.44
1658000,-83.88
1659000,-84.92
1660000,-82.95
1661000,-84.72
1662000,-83.28
1663000,-85.33
1664000,-82.79
1665000,-82.48
1666000,-84.25
1667000,-82.87
1668000,-83.88
1669000,-82.48
1670000,-83.79
1671000,-83.11
1672000,-83.2
1673000,-83.11
1674000,-83.28
1675000,-84.15
1676000,-82.79
1677000,-83.44
1678000,-82.56
1679000,-84.25
1680000,-83.87
1681000,-83.87
1682000,-84.25
1683000,-83.28
1684000,-83.87
1685000,-84.62
1686000,-82.63
1687000,-80.43
1688000,-83.62
1689000,-84.62
1690000,-81.62
1691000,-83.62
1692000,-82.79
1693000,-82.04
1694000,-80.43
1695000,-83.79
1696000,-83.2
1697000,-84.33
1698000,-83.79
1699000,-82.87
1700000,-80.92
1701000,-83.87
1702000,-84.25
1703000,-84.15
1704000,-81.31
1705000,-83.28
1706000,-84.15
1707000,-83.2
1708000,-82.79
1709000,-83.62
1710000,-83.98
1711000,-84.83
1712000,-83.73
1713000,-84.73
1714000,-82.44
1715000,-83.9
1716000,-84.83
1717000,-84.08
1718000,-83.38
1719000,-83.73
1720000,-82.01
1721000,-83.22
1722000,-83.98
1723000,-84.83
1724000,-83.06
1725000,-83.73
1726000,-83.27
1727000,-83.52
1728000,-81.52
1729000,-83.27
1730000,-83.52
1731000,-83.86
1732000,-83.7
1733000,-84.6
1734000,-84.05
1735000,-81
1736000,-83.27
1737000,-83.03
1738000,-83.03
1739000,-83.7
1740000,-83.18
1741000,-83.86
1742000,-83.18
1743000,-83.03
1744000,-82.71
1745000,-83.61
1746000,-81.52
1747000,-84.41
1748000,-83.27
1749000,-83.52
1750000,-83.95
1751000,-83.61
1752000,-82.87
1753000,-84.05
1754000,-83.61
1755000,-83.27
1756000,-82.26
1757000,-83.86
1758000,-83.61
1759000,-84.6
1760000,-84.05
1761000,-83.27
1762000,-84.05
1763000,-84.8
1764000,-83.27
1765000,-83.95
1766000,-83.27
1767000,-83.95
1768000,-83.95
1769000,-83.95
1770000,-83.18
1771000,-83.7
1772000,-83.35
1773000,-83.35
1774000,-83.86
1775000,-82.26
1776000,-85.1
1777000,-83.61
1778000,-83.18
1779000,-83.18
1780000,-82.64
1781000,-81.25
1782000,-82.64
1783000,-84.8
1784000,-83.86
1785000,-84.8
1786000,-82.56
1787000,-83.02
1788000,-82.64
1789000,-85.19
1790000,-84.22
1791000,-83.92
1792000,-82.52
1793000,-82.91
1794000,-83.57
1795000,-83.66
1796000,-81.94
1797000,-84.76
1798000,-83.83
1799000,-83.66
1800000,-83.66
1801000,-84.01
1802000,-84.29
1803000,-84.29
1804000,-83.66
1805000,-84.01
1806000,-83.24
1807000,-83.32
1808000,-82.91
1809000,-85.16
1810000,-84.01
1811000,-83.24
1812000,-84.96
1813000,-85.06
1814000,-82.91
1815000,-84.29
1816000,-84.57
1817000,-82.99
1818000,-82.99
1819000,-83.32
1820000,-83.32
1821000,-82.37
1822000,-83.32
1823000,-84.19
1824000,-84.29
1825000,-82.67
1826000,-82.67
1827000,-85.91
1828000,-82.99
1829000,-84.01
1830000,-83.66
1831000,-82.22
1832000,-83.57
1833000,-84.29
1834000,-82.99
1835000,-83.92
1836000,-84.76
1837000,-85.37
1838000,-84.38
1839000,-82.22
1840000,-84.29
1841000,-84.19
1842000,-83.92
1843000,-82.99
1844000,-83.24
1845000,-83.32
1846000,-83.15
1847000,-83.48
1848000,-83.83
1849000,-84.01
1850000,-82.22
1851000,-81.8
1852000,-83.92
1853000,-82.99
1854000,-83.32
1855000,-84.67
1856000,-85.16
1857000,-83.55
1858000,-82.37
1859000,-84.35
1860000,-84.26
1861000,-82.59
1862000,-82.98
1863000,-83.98
1864000,-83.98
1865000,-83.9
1866000,-82.29
1867000,-84.08
1868000,-83.98
1869000,-84.44
1870000,-82.44
1871000,-81.03
1872000,-82.37
1873000,-83.98
1874000,-82.98
1875000,-85.02
1876000,-85.02
1877000,-83.73
1878000,-82.74
1879000,-84.08
1880000,-83.38
1881000,-83.9
1882000,-83.64
1883000,-82.08
1884000,-83.73
1885000,-84.08
1886000,-83.38
1887000,-82.08
1888000,-83.3
1889000,-83.3
1890000,-81.87
1891000,-83.06
1892000,-83.55
1893000,-83.9
1894000,-82.9
1895000,-83.73
1896000,-82.67
1897000,-82.98
1898000,-84.26
1899000,-83.73
1900000,-83.64
1901000,-82.98
1902000,-84.44
1903000,-82.98
1904000,-82.74
1905000,-84.08
1906000,-84.08
1907000,-83.3
1908000,-83.3
1909000,-83.55
1910000,-83.98
1911000,-85.23
1912000,-83.38
1913000,-83.55
1914000,-84.44
1915000,-84.44
1916000,-83.38
1917000,-83.22
1918000,-84.08
1919000,-84.26
1920000,-83.55
1921000,-83.06
1922000,-84.26
1923000,-83.52
1924000,-82.56
1925000,-84.7
1926000,-83.52
1927000,-84.32
1928000,-84.22
1929000,-84.99
1930000,-84.32
1931000,-83.27
1932000,-83.02
1933000,-82.94
1934000,-84.7
1935000,-84.05
1936000,-84.05
1937000,-83.52
1938000,-84.32
1939000,-83.61
1940000,-84.6
1941000,-83.02
1942000,-83.35
1943000,-84.05
1944000,-83.61
1945000,-84.32
1946000,-84.32
1947000,-81.25
1948000,-83.18
1949000,-82.94
1950000,-83.46
1951000,-83.8
1952000,-83.64
1953000,-83.13
1954000,-83.64
1955000,-84.64
1956000,-83.8
1957000,-84.17
1958000,-84.93
1959000,-84.35
1960000,-82.58
1961000,-84.35
1962000,-85.35
1963000,-83.8
1964000,-85.78
1965000,-83.89
1966000,-83.29
1967000,-84.74
1968000,-83.99
1969000,-84.93
1970000,-83.21
1971000,-85.56
1972000,-83.8
1973000,-84.74
1974000,-83.99
1975000,-84.64
1976000,-84.17
1977000,-82.5
1978000,-84.17
1979000,-84.35
1980000,-83.8
1981000,-82.97
1982000,-85.78
1983000,-83.55
1984000,-83.99
1985000,-83.64
1986000,-84.17
1987000,-85.35
1988000,-84.17
1989000,-83.89
1990000,-83.46
1991000,-81.19
1992000,-80.44
1993000,-79.32
1994000,-76.86
1995000,-74.91
1996000,-73.09
1997000,-71.25
1998000,-70.38
1999000,-69.41
2000000,-68.77
2001000,-69.41
2002000,-70.38
2003000,-71.33
2004000,-73.09
2005000,-75.05
2006000,-75.89
2007000,-79.98
2008000,-80.44
2009000,-82.06
2010000,-82.5
2011000,-83.55
2012000,-84.74
2013000,-84.64
2014000,-83.8
2015000,-82.58
2016000,-85.04
2017000,-83.46
2018000,-85.14
2019000,-84.54
2020000,-83.46
2021000,-85.04
2022000,-83.99
2023000,-83.99
2024000,-84.17
2025000,-84.35
2026000,-84.17
2027000,-82.65
2028000,-83.89
2029000,-84.93
2030000,-84.26
2031000,-82.35
2032000,-84.26
2033000,-82.97
2034000,-84.17
2035000,-83.46
2036000,-83.46
2037000,-83.12
2038000,-84.74
2039000,-82.28
2040000,-83.29
2041000,-83.21
2042000,-83.8
2043000,-84.17
2044000,-84.64
2045000,-84.17
2046000,-82.65
2047000,-83.64
2048000,-84.17
2049000,-83.8
2050000,-84.26
2051000,-85.35
2052000,-82.5
2053000,-83.12
2054000,-84.26
2055000,-83.8
2056000,-84.17
2057000,-84.93
2058000,-83.99
2059000,-83.89
2060000,-83.8
2061000,-84.54
2062000,-83.89
2063000,-84.93
2064000,-84.54
2065000,-83.46
2066000,-83.8
2067000,-83.64
2068000,-84.26
2069000,-83.46
2070000,-85.14
2071000,-84.26
2072000,-83.21
2073000,-83.99
2074000,-85.56
2075000,-82.81
2076000,-83.64
2077000,-84.17
2078000,-85.35
2079000,-84.26
2080000,-84.54
2081000,-82.89
2082000,-83.89
2083000,-84.54
2084000,-84.54
2085000,-83.89
2086000,-84.26
2087000,-84.74
2088000,-84.74
2089000,-84.54
2090000,-83.89
2091000,-83.21
2092000,-83.89
2093000,-84.35
2094000,-84.54
2095000,-82.89
2096000,-84.35
2097000,-85.78
2098000,-82.06
2099000,-85.04
2100000,-84.35
2101000,-82.97
2102000,-84.35
2103000,-83.29
2104000,-82.35
2105000,-84.35
2106000,-84.16
2107000,-84.26
2108000,-83.29
2109000,-83.89
